,Age,Gender,Income,Location,Ad Type,Ad Topic,Ad Placement,Clicks,Click Time,Conversion Rate,CTR
7685,45,Female,39360.9,Suburban,Native,Finance,Website,5,2023-05-31 20:45:56.920349,0.1534,0.0286
7686,50,Male,23010.65,Urban,Native,Technology,Search Engine,6,2023-07-05 20:45:56.920349,0.1935,0.0499
7687,36,Female,50356.45,Suburban,Text,Fashion,Website,5,2023-12-25 20:45:56.920349,0.3042,0.0401
7688,27,Female,55314.74,Urban,Native,Fashion,Website,2,2023-06-21 20:45:56.920349,0.1393,0.0499
7689,31,Female,80716.43,Suburban,Banner,Fashion,Website,7,2023-12-14 20:45:56.920349,0.125,0.0484
7690,31,Male,78756.28,Suburban,Text,Food,Website,4,2023-11-28 20:45:56.920349,0.4872,0.0321
7691,49,Male,19142.08,Rural,Native,Travel,Social Media,5,2023-07-19 20:45:56.920349,0.3598,0.0462
7692,39,Male,29958.24,Rural,Text,Finance,Search Engine,12,2023-09-12 20:45:56.920349,0.1281,0.0495
7693,34,Male,46671.33,Suburban,Banner,Travel,Social Media,5,2024-03-21 20:45:56.920349,0.0384,0.0702
7694,57,Other,57441.23,Urban,Text,Travel,Website,7,2023-05-05 20:45:56.920349,0.2012,0.0683
7696,22,Female,58956.93,Rural,Text,Travel,Website,6,2024-01-24 20:45:56.920349,0.0252,0.0566
7697,46,Female,38790.94,Urban,Banner,Travel,Search Engine,6,2023-09-11 20:45:56.920349,0.2412,0.0651
7699,21,Female,46535.42,Urban,Banner,Technology,Social Media,6,2023-10-30 20:45:56.920349,0.1023,0.0837
7700,26,Male,23610.15,Suburban,Video,Fashion,Search Engine,5,2023-06-29 20:45:56.920349,0.2131,0.0678
7701,43,Female,64491.16,Suburban,Text,Fashion,Search Engine,7,2024-03-27 20:45:56.920349,0.3053,0.0476
7702,47,Male,41770.65,Rural,Text,Health,Search Engine,2,2023-11-03 20:45:56.920349,0.0966,0.0692
7703,31,Male,29628.11,Suburban,Video,Finance,Social Media,6,2023-12-26 20:45:56.920349,0.294,0.0286
7704,56,Female,50342.23,Urban,Banner,Finance,Search Engine,3,2024-01-21 20:45:56.920349,0.3059,0.0607
7705,26,Male,43450.46,Urban,Native,Technology,Search Engine,2,2024-01-23 20:45:56.920349,0.2511,0.0255
7706,36,Male,67986.74,Urban,Banner,Technology,Website,4,2023-10-30 20:45:56.920349,0.1129,0.0682
7707,25,Male,58330.16,Rural,Text,Finance,Social Media,4,2024-03-19 20:45:56.920349,0.1422,0.0156
7708,31,Male,41181.86,Suburban,Banner,Health,Search Engine,6,2023-06-10 20:45:56.920349,0.2268,0.0342
7709,35,Male,96637.76,Suburban,Text,Health,Website,7,2024-01-25 20:45:56.920349,0.0746,0.0511
7710,42,Male,70602.71,Rural,Native,Finance,Social Media,8,2023-12-08 20:45:56.920349,0.2332,0.0482
7711,45,Male,50212.55,Rural,Banner,Technology,Search Engine,5,2023-07-13 20:45:56.920349,0.1456,0.0195
7712,27,Female,60330.55,Suburban,Native,Health,Website,3,2023-10-11 20:45:56.920349,0.1298,0.0651
7713,39,Male,57388.61,Rural,Banner,Technology,Website,5,2024-01-10 20:45:56.920349,0.1097,0.0714
7714,69,Female,35660.8,Rural,Banner,Fashion,Search Engine,4,2024-03-30 20:45:56.920349,0.0926,0.048
7715,60,Male,9678.25,Suburban,Text,Technology,Social Media,7,2023-08-14 20:45:56.920349,0.0767,0.06
7716,32,Female,18201.49,Suburban,Video,Finance,Social Media,4,2023-06-19 20:45:56.920349,0.306,0.0472
7717,49,Male,35441.76,Suburban,Text,Health,Social Media,1,2024-04-04 20:45:56.920349,0.0983,0.0478
7718,61,Male,71775.18,Rural,Banner,Fashion,Search Engine,12,2023-06-22 20:45:56.920349,0.0731,0.0535
7719,65,Male,55292.5,Urban,Video,Finance,Website,4,2023-11-14 20:45:56.920349,0.1048,0.0589
7720,52,Other,44850.13,Urban,Native,Travel,Search Engine,4,2023-06-20 20:45:56.920349,0.0363,0.0166
7721,35,Female,54738.43,Suburban,Video,Finance,Search Engine,5,2024-04-14 20:45:56.921459,0.1411,0.0564
7722,40,Male,47188.54,Rural,Banner,Finance,Social Media,2,2023-05-19 20:45:56.921459,0.226,0.053
7723,30,Female,72817.13,Suburban,Text,Travel,Website,2,2023-07-15 20:45:56.921459,0.0555,0.064
7724,21,Male,77498.33,Suburban,Banner,Technology,Social Media,9,2023-05-15 20:45:56.921459,0.0792,0.0677
7725,36,Male,42254.14,Rural,Native,Finance,Website,5,2023-07-01 20:45:56.921459,0.2306,0.0201
7726,60,Female,57483.7,Suburban,Text,Technology,Search Engine,5,2024-02-02 20:45:56.921459,0.0782,0.0411
7727,34,Other,26536.94,Rural,Video,Fashion,Website,3,2024-02-28 20:45:56.921459,0.0663,0.0375
7728,28,Male,32457.81,Suburban,Text,Health,Search Engine,7,2024-01-24 20:45:56.921459,0.0482,0.0219
7729,48,Male,84056.84,Suburban,Banner,Technology,Social Media,3,2024-03-21 20:45:56.921459,0.1879,0.0422
7731,52,Male,65905.82,Rural,Video,Food,Search Engine,6,2024-01-23 20:45:56.921459,0.4471,0.0509
7733,38,Male,51251.54,Rural,Native,Food,Website,3,2023-10-28 20:45:56.921459,0.1965,0.0735
7734,44,Male,21224.73,Urban,Video,Finance,Search Engine,1,2023-06-04 20:45:56.921459,0.1028,0.0096
7735,27,Female,65052.82,Urban,Video,Food,Social Media,7,2024-03-18 20:45:56.921459,0.2553,0.0472
7736,41,Male,61887.66,Suburban,Video,Health,Social Media,2,2023-08-14 20:45:56.921459,0.0492,0.0208
7737,40,Female,36330.14,Urban,Native,Food,Website,4,2023-09-13 20:45:56.921459,0.1577,0.0689
7738,66,Male,58705.0,Urban,Native,Travel,Search Engine,4,2024-03-14 20:45:56.921459,0.2984,0.0423
7739,30,Male,50722.68,Suburban,Text,Food,Social Media,4,2023-06-17 20:45:56.921459,0.175,0.0616
7741,30,Female,23435.68,Rural,Native,Food,Social Media,6,2023-09-12 20:45:56.921459,0.0851,0.0822
7742,50,Male,42149.89,Suburban,Native,Fashion,Website,4,2024-01-07 20:45:56.921459,0.2833,0.0751
7743,45,Other,42248.25,Urban,Banner,Travel,Social Media,3,2023-10-18 20:45:56.921459,0.4362,0.0713
7744,37,Male,41144.78,Urban,Video,Fashion,Social Media,1,2023-10-05 20:45:56.921459,0.2693,0.0446
7745,32,Male,62695.82,Suburban,Banner,Fashion,Search Engine,3,2023-07-14 20:45:56.921459,0.2385,0.0338
7746,46,Male,65206.74,Urban,Video,Finance,Website,8,2023-11-30 20:45:56.921459,0.1652,0.0622
7747,47,Male,41075.41,Rural,Video,Technology,Search Engine,7,2023-06-29 20:45:56.921459,0.3357,0.0581
7748,19,Male,54988.12,Suburban,Text,Health,Website,4,2023-05-28 20:45:56.921459,0.2463,0.0548
7749,44,Female,15602.83,Rural,Text,Health,Search Engine,2,2024-01-17 20:45:56.921459,0.1891,0.1012
7751,39,Male,70788.78,Rural,Native,Finance,Website,10,2023-09-04 20:45:56.921459,0.3368,0.0574
7752,30,Other,33742.37,Rural,Text,Finance,Website,8,2023-08-12 20:45:56.921459,0.109,0.0238
7753,40,Female,23118.13,Rural,Banner,Finance,Social Media,8,2023-06-14 20:45:56.921459,0.429,0.0318
7754,48,Male,30980.35,Urban,Text,Technology,Website,5,2024-02-02 20:45:56.921459,0.3731,0.0105
7755,33,Female,60372.0,Rural,Native,Food,Website,8,2023-11-08 20:45:56.921459,0.3213,0.0292
7756,81,Male,63224.63,Suburban,Native,Travel,Search Engine,6,2023-05-01 20:45:56.921459,0.068,0.0308
7758,39,Female,75170.42,Suburban,Text,Food,Search Engine,5,2024-04-10 20:45:56.921459,0.1905,0.0445
7759,52,Female,44541.74,Suburban,Video,Technology,Social Media,2,2023-07-04 20:45:56.921459,0.4184,0.0317
7760,33,Male,46811.04,Urban,Text,Fashion,Website,4,2023-05-21 20:45:56.921459,0.0706,0.0749
7761,24,Female,32351.18,Rural,Native,Technology,Social Media,6,2023-11-26 20:45:56.921459,0.2493,0.0587
7762,36,Male,57589.58,Suburban,Banner,Technology,Social Media,8,2023-08-13 20:45:56.921459,0.0628,0.0539
7763,34,Female,70170.63,Suburban,Video,Health,Social Media,4,2023-12-10 20:45:56.921459,0.286,0.0425
7765,69,Male,60420.04,Suburban,Text,Health,Website,7,2024-03-22 20:45:56.921459,0.3306,0.0504
7766,59,Female,44930.9,Rural,Text,Travel,Social Media,3,2023-04-29 20:45:56.921459,0.2222,0.0353
7770,34,Female,41700.54,Rural,Text,Food,Search Engine,2,2024-03-03 20:45:56.921459,0.1193,0.0139
7771,41,Male,58459.21,Rural,Text,Travel,Website,2,2023-08-13 20:45:56.921459,0.0769,0.0643
7772,35,Female,60012.2,Suburban,Video,Fashion,Search Engine,4,2023-07-26 20:45:56.921459,0.051,0.0496
7773,57,Female,36230.86,Urban,Banner,Finance,Website,7,2024-02-06 20:45:56.921459,0.5495,0.0447
7774,32,Female,49829.41,Rural,Video,Health,Website,5,2023-09-14 20:45:56.921459,0.1435,0.0293
7775,38,Female,54071.99,Urban,Text,Finance,Search Engine,8,2023-05-26 20:45:56.921459,0.0944,0.0685
7776,45,Female,83256.33,Urban,Video,Technology,Search Engine,3,2024-01-05 20:45:56.921459,0.3978,0.1136
7777,36,Male,35155.7,Rural,Native,Travel,Search Engine,4,2023-09-20 20:45:56.921459,0.1421,0.0851
7779,39,Male,69402.71,Suburban,Native,Fashion,Search Engine,4,2023-08-18 20:45:56.921459,0.1268,0.0329
7780,48,Female,20657.12,Urban,Banner,Travel,Search Engine,6,2023-06-26 20:45:56.921459,0.0451,0.0611
7782,43,Male,46497.91,Suburban,Video,Finance,Social Media,6,2024-01-07 20:45:56.921459,0.1734,0.0482
7783,57,Other,43836.57,Suburban,Text,Travel,Website,6,2024-02-14 20:45:56.921459,0.4092,0.0322
7784,22,Male,47827.54,Rural,Video,Health,Search Engine,6,2023-09-02 20:45:56.921459,0.0778,0.0623
7785,26,Female,43108.19,Suburban,Banner,Health,Website,10,2023-06-30 20:45:56.921459,0.0853,0.0037
7787,45,Male,60662.24,Suburban,Native,Food,Website,5,2024-03-09 20:45:56.921459,0.1901,0.0353
7788,34,Female,21631.73,Suburban,Text,Technology,Social Media,4,2024-01-27 20:45:56.921459,0.0859,0.0465
7789,34,Male,23881.67,Urban,Native,Fashion,Social Media,6,2024-03-24 20:45:56.921459,0.4554,0.0491
7790,48,Female,50266.44,Rural,Video,Technology,Website,2,2023-12-23 20:45:56.921459,0.0795,0.0576
7791,50,Male,40876.08,Rural,Banner,Technology,Social Media,1,2024-04-05 20:45:56.921459,0.1027,0.0614
7792,32,Female,90214.4,Rural,Native,Fashion,Website,3,2023-06-11 20:45:56.921459,0.0189,0.0954
7793,38,Female,50336.91,Suburban,Native,Health,Social Media,8,2024-01-11 20:45:56.921459,0.1241,0.0544
7794,46,Female,39462.33,Urban,Banner,Fashion,Website,3,2024-04-15 20:45:56.921459,0.2179,0.0317
7795,37,Female,39673.83,Urban,Text,Fashion,Search Engine,3,2023-11-10 20:45:56.921459,0.0363,0.0751
7796,31,Female,44275.62,Urban,Video,Health,Social Media,5,2023-06-12 20:45:56.921459,0.1365,0.0554
7799,44,Other,72106.1,Rural,Native,Fashion,Search Engine,6,2024-03-26 20:45:56.921459,0.0468,0.0247
7800,36,Female,46597.05,Rural,Banner,Fashion,Website,6,2023-07-03 20:45:56.921459,0.0762,0.0484
7801,43,Female,86057.54,Urban,Banner,Finance,Search Engine,4,2024-01-15 20:45:56.921459,0.1684,0.067
7802,36,Male,76908.81,Rural,Banner,Finance,Social Media,7,2024-03-09 20:45:56.921459,0.0089,0.0124
7804,58,Male,90302.8,Urban,Video,Fashion,Social Media,4,2023-10-30 20:45:56.921459,0.3224,0.0849
7805,66,Male,58706.91,Urban,Native,Food,Search Engine,8,2024-02-09 20:45:56.921459,0.0502,0.0804
7806,18,Female,54042.59,Suburban,Video,Fashion,Website,1,2024-03-10 20:45:56.921459,0.3035,0.0477
7807,30,Male,56189.94,Suburban,Banner,Finance,Search Engine,4,2023-06-22 20:45:56.921459,0.0707,0.0864
7809,22,Male,37876.47,Suburban,Banner,Fashion,Search Engine,5,2023-08-10 20:45:56.921459,0.2936,0.0714
7810,41,Other,32841.42,Suburban,Native,Health,Social Media,4,2023-08-10 20:45:56.921459,0.0225,0.0447
7811,44,Female,38210.39,Rural,Native,Food,Website,6,2023-06-03 20:45:56.921459,0.0947,0.0382
7812,27,Female,53262.86,Urban,Video,Finance,Social Media,1,2024-03-24 20:45:56.921459,0.0695,0.0706
7813,24,Other,52375.7,Suburban,Text,Technology,Website,4,2023-07-11 20:45:56.921459,0.1166,0.0483
7814,41,Female,40015.84,Rural,Native,Fashion,Social Media,5,2024-04-04 20:45:56.921459,0.4578,0.0357
7815,28,Male,63875.65,Suburban,Banner,Fashion,Search Engine,11,2023-09-04 20:45:56.921459,0.3247,0.0487
7817,33,Male,56515.58,Suburban,Native,Food,Social Media,4,2024-04-05 20:45:56.921459,0.171,0.0376
7819,54,Other,35028.08,Urban,Banner,Travel,Website,5,2024-03-20 20:45:56.921459,0.2364,0.0778
7821,31,Male,29707.76,Suburban,Video,Finance,Website,5,2023-05-02 20:45:56.921459,0.1037,0.065
7823,18,Male,84656.59,Suburban,Native,Finance,Website,9,2023-12-21 20:45:56.921459,0.2571,0.0522
7824,45,Male,71354.96,Rural,Banner,Finance,Search Engine,6,2023-09-26 20:45:56.921459,0.5647,0.0566
7825,40,Male,74414.34,Suburban,Video,Technology,Social Media,4,2023-09-23 20:45:56.921459,0.0352,0.0061
7826,53,Female,11471.8,Urban,Text,Health,Website,5,2024-01-14 20:45:56.921459,0.0965,0.0324
7827,29,Male,80446.52,Rural,Text,Finance,Search Engine,4,2023-05-26 20:45:56.921459,0.0396,0.0208
7828,53,Female,57592.08,Rural,Banner,Travel,Website,5,2023-05-12 20:45:56.921459,0.1333,0.0706
7829,36,Female,42436.7,Urban,Native,Food,Social Media,5,2023-09-06 20:45:56.921459,0.0399,0.0578
7830,26,Male,53982.17,Suburban,Native,Health,Search Engine,6,2023-12-29 20:45:56.921459,0.0967,0.0395
7832,47,Female,78825.13,Urban,Banner,Finance,Website,6,2023-11-21 20:45:56.921459,0.0948,0.0605
7833,41,Female,43357.55,Suburban,Banner,Technology,Website,2,2024-04-09 20:45:56.921459,0.0281,0.0544
7834,53,Male,49693.99,Urban,Banner,Technology,Search Engine,2,2023-04-29 20:45:56.921459,0.4979,0.0393
7835,33,Male,28438.85,Rural,Text,Travel,Social Media,3,2023-05-29 20:45:56.921459,0.294,0.0284
7836,38,Female,69615.21,Urban,Banner,Travel,Search Engine,2,2024-03-14 20:45:56.921459,0.1491,0.0393
7837,35,Female,47832.82,Urban,Text,Travel,Search Engine,3,2023-05-07 20:45:56.921459,0.2337,0.063
7838,31,Male,56438.74,Rural,Video,Food,Website,5,2023-10-15 20:45:56.921459,0.3175,0.0539
7839,47,Male,29977.22,Urban,Text,Fashion,Search Engine,5,2023-12-30 20:45:56.921459,0.2151,0.0532
7840,38,Male,28121.8,Rural,Native,Health,Social Media,8,2023-05-15 20:45:56.921459,0.0708,0.0398
7841,35,Female,70250.33,Rural,Text,Fashion,Social Media,6,2024-01-08 20:45:56.921459,0.0724,0.0382
7842,20,Other,55235.92,Rural,Video,Food,Social Media,3,2023-12-13 20:45:56.921459,0.3302,0.0249
7843,44,Female,10451.51,Suburban,Banner,Food,Website,4,2023-09-27 20:45:56.921459,0.3312,0.0468
7844,30,Male,66353.17,Urban,Native,Fashion,Search Engine,5,2023-06-01 20:45:56.921459,0.1124,0.1027
7845,27,Female,39199.66,Urban,Native,Food,Website,6,2023-05-25 20:45:56.921459,0.3273,0.0326
7846,40,Male,67046.07,Suburban,Text,Technology,Search Engine,6,2023-10-28 20:45:56.921459,0.019,0.0294
7847,60,Female,50554.23,Urban,Native,Health,Social Media,5,2023-08-12 20:45:56.921459,0.1958,0.0383
7848,56,Male,92080.19,Urban,Text,Travel,Website,4,2023-05-13 20:45:56.921459,0.1715,0.0496
7849,26,Other,21335.71,Suburban,Native,Technology,Search Engine,3,2023-10-16 20:45:56.921459,0.0888,0.0557
7850,24,Female,66307.2,Urban,Banner,Technology,Search Engine,9,2023-11-08 20:45:56.921459,0.2663,0.004
7851,43,Male,58673.5,Rural,Video,Fashion,Social Media,5,2023-09-08 20:45:56.921459,0.0874,0.0475
7852,28,Female,63659.07,Rural,Video,Food,Website,3,2023-12-05 20:45:56.921459,0.1335,0.0496
7853,33,Male,63205.88,Rural,Native,Fashion,Website,4,2023-10-03 20:45:56.921459,0.5277,0.0641
7856,43,Female,31524.52,Rural,Native,Finance,Website,11,2023-12-11 20:45:56.921459,0.286,0.0172
7857,26,Male,41096.12,Suburban,Video,Travel,Social Media,8,2024-02-13 20:45:56.921459,0.0997,0.0
7858,29,Female,47416.85,Urban,Video,Health,Social Media,2,2023-11-20 20:45:56.921459,0.0821,0.0584
7859,38,Male,51653.21,Suburban,Native,Finance,Social Media,6,2023-11-11 20:45:56.921459,0.2969,0.0108
7860,32,Female,55803.2,Suburban,Banner,Technology,Social Media,2,2024-02-27 20:45:56.921459,0.1141,0.0818
7861,40,Male,53015.21,Suburban,Text,Fashion,Search Engine,5,2023-10-24 20:45:56.921459,0.2128,0.0706
7862,32,Other,59953.84,Suburban,Text,Travel,Search Engine,3,2023-10-17 20:45:56.921459,0.0427,0.0279
7863,34,Female,88610.7,Rural,Banner,Food,Social Media,5,2024-01-11 20:45:56.921459,0.1861,0.0656
7864,26,Male,63811.63,Urban,Text,Health,Social Media,8,2024-02-21 20:45:56.921459,0.0283,0.0538
7865,48,Male,72522.93,Urban,Text,Technology,Website,5,2023-05-26 20:45:56.921459,0.0696,0.0467
7866,46,Male,52273.8,Urban,Banner,Technology,Website,4,2023-09-12 20:45:56.921459,0.231,0.0434
7867,36,Other,59854.39,Suburban,Banner,Health,Search Engine,3,2023-09-10 20:45:56.921459,0.2725,0.036
7868,47,Female,93985.38,Rural,Text,Health,Search Engine,4,2023-10-12 20:45:56.921459,0.0698,0.0709
7869,35,Male,35318.8,Suburban,Text,Technology,Search Engine,5,2024-03-16 20:45:56.921459,0.3792,0.0136
7870,31,Female,37054.07,Rural,Banner,Finance,Social Media,2,2024-02-06 20:45:56.921459,0.1299,0.0835
7871,54,Female,74972.71,Urban,Video,Food,Social Media,5,2023-06-29 20:45:56.921459,0.3469,0.0655
7872,33,Female,59642.49,Rural,Native,Finance,Search Engine,10,2023-05-05 20:45:56.921459,0.1144,0.0635
7873,51,Male,9318.62,Urban,Native,Technology,Website,2,2023-06-06 20:45:56.921459,0.2512,0.0426
7874,46,Female,35521.34,Suburban,Banner,Food,Website,8,2024-04-11 20:45:56.921459,0.0845,0.0882
7875,40,Female,49112.68,Rural,Native,Finance,Search Engine,0,2023-04-28 20:45:56.921459,0.2003,0.0394
7876,44,Male,53491.53,Suburban,Native,Technology,Search Engine,3,2023-10-21 20:45:56.921459,0.072,0.0482
7877,30,Male,36834.71,Rural,Native,Travel,Search Engine,7,2023-12-01 20:45:56.921459,0.1886,0.0364
7878,40,Male,59280.67,Rural,Video,Health,Website,5,2024-01-08 20:45:56.921459,0.1386,0.0598
7879,39,Other,24741.08,Rural,Native,Finance,Search Engine,2,2023-10-19 20:45:56.921459,0.0971,0.0685
7880,32,Female,16763.4,Urban,Video,Fashion,Social Media,4,2024-03-01 20:45:56.921459,0.2093,0.0665
7881,39,Female,53600.17,Urban,Banner,Finance,Search Engine,8,2023-05-20 20:45:56.921459,0.061,0.0441
7883,37,Male,44818.04,Urban,Text,Technology,Search Engine,8,2023-05-20 20:45:56.921459,0.2364,0.0653
7884,30,Female,35172.2,Suburban,Text,Health,Website,3,2023-09-04 20:45:56.921459,0.0983,0.0461
7885,19,Male,36128.58,Suburban,Native,Finance,Website,5,2023-09-27 20:45:56.921459,0.2759,0.0569
7886,23,Female,38248.13,Rural,Native,Technology,Website,3,2023-08-28 20:45:56.921459,0.2872,0.0502
7888,32,Male,56533.53,Urban,Video,Travel,Website,2,2023-12-29 20:45:56.921459,0.3475,0.0355
7889,47,Male,51574.36,Suburban,Video,Finance,Social Media,4,2023-12-10 20:45:56.921459,0.1042,0.0401
7890,20,Male,38915.61,Urban,Text,Food,Search Engine,6,2024-03-24 20:45:56.921459,0.1529,0.0573
7892,54,Female,41699.8,Suburban,Native,Finance,Search Engine,3,2023-12-18 20:45:56.921459,0.2467,0.0468
7894,37,Female,71295.78,Urban,Banner,Fashion,Search Engine,6,2024-01-12 20:45:56.921459,0.0477,0.0774
7895,45,Female,62470.33,Rural,Banner,Travel,Website,4,2024-01-03 20:45:56.921459,0.1881,0.0303
7896,35,Male,76600.55,Suburban,Text,Technology,Search Engine,2,2023-09-17 20:45:56.921459,0.5161,0.0306
7897,25,Female,43021.1,Suburban,Video,Fashion,Search Engine,4,2023-05-25 20:45:56.921459,0.2092,0.0868
7898,50,Male,77436.63,Urban,Banner,Fashion,Search Engine,5,2024-03-14 20:45:56.921459,0.0316,0.0506
7900,34,Male,77703.25,Suburban,Banner,Health,Search Engine,4,2023-05-12 20:45:56.921459,0.226,0.0287
7901,33,Male,66715.44,Urban,Text,Finance,Search Engine,4,2023-08-25 20:45:56.921459,0.296,0.0691
7902,36,Male,36235.5,Rural,Native,Food,Social Media,7,2023-10-11 20:45:56.921459,0.0837,0.0279
7903,23,Male,29388.52,Suburban,Native,Food,Website,2,2024-02-11 20:45:56.921459,0.015,0.0709
7906,36,Other,36614.15,Rural,Banner,Travel,Website,8,2023-11-12 20:45:56.921459,0.0908,0.0683
7907,36,Other,68105.53,Rural,Text,Health,Search Engine,7,2024-03-27 20:45:56.921459,0.2665,0.0584
7908,27,Male,89600.33,Suburban,Banner,Food,Website,2,2024-01-13 20:45:56.921459,0.0359,0.0754
7909,23,Male,69101.76,Suburban,Text,Finance,Search Engine,7,2023-05-24 20:45:56.921459,0.2425,0.0277
7910,19,Male,34820.17,Rural,Text,Food,Website,4,2024-02-25 20:45:56.921459,0.0826,0.0131
7911,33,Female,18274.89,Suburban,Text,Finance,Website,11,2024-01-30 20:45:56.921459,0.1437,0.0566
7913,21,Female,71423.36,Urban,Banner,Fashion,Search Engine,7,2024-04-01 20:45:56.921459,0.0729,0.0354
7914,21,Male,47899.04,Rural,Native,Health,Search Engine,10,2023-10-28 20:45:56.921459,0.2102,0.0211
7915,45,Female,73725.77,Rural,Text,Technology,Search Engine,4,2023-10-07 20:45:56.921459,0.0941,0.0488
7916,52,Male,3439.94,Rural,Text,Finance,Website,7,2024-02-13 20:45:56.921459,0.2191,0.0413
7917,62,Other,16834.7,Rural,Video,Travel,Search Engine,8,2023-09-13 20:45:56.921459,0.1635,0.0848
7918,54,Female,42888.82,Urban,Banner,Food,Website,2,2023-06-16 20:45:56.921459,0.2394,0.0703
7919,32,Female,67719.31,Suburban,Banner,Technology,Social Media,7,2024-03-13 20:45:56.921459,0.2006,0.0375
7920,33,Female,93037.72,Rural,Text,Finance,Website,5,2024-02-18 20:45:56.921459,0.328,0.0525
7923,40,Female,27498.32,Urban,Native,Fashion,Social Media,5,2024-01-15 20:45:56.921459,0.0385,0.0162
7925,60,Male,50274.93,Urban,Native,Food,Website,9,2023-08-28 20:45:56.921459,0.0478,0.0373
7927,37,Male,40792.63,Rural,Video,Fashion,Search Engine,7,2023-08-23 20:45:56.921459,0.3015,0.0723
7928,22,Other,33201.31,Suburban,Banner,Health,Website,1,2023-05-17 20:45:56.921459,0.2546,0.0061
7929,37,Other,40984.42,Rural,Native,Technology,Search Engine,7,2023-06-07 20:45:56.921459,0.1291,0.0522
7930,30,Other,20032.4,Suburban,Banner,Food,Social Media,1,2023-06-06 20:45:56.921459,0.1471,0.0452
7931,37,Male,33945.57,Urban,Text,Finance,Website,5,2024-01-09 20:45:56.921459,0.073,0.0583
7932,26,Male,83933.26,Suburban,Banner,Health,Social Media,0,2024-03-09 20:45:56.921459,0.0613,0.0631
7933,21,Male,58591.76,Urban,Video,Fashion,Website,8,2024-03-01 20:45:56.921459,0.229,0.0277
7934,47,Female,80168.93,Rural,Text,Travel,Website,6,2023-11-18 20:45:56.921459,0.3655,0.051
7935,26,Male,58684.17,Urban,Video,Technology,Website,3,2023-12-30 20:45:56.921459,0.2432,0.0737
7936,29,Male,53375.17,Rural,Native,Fashion,Social Media,3,2023-12-03 20:45:56.921459,0.3691,0.0555
7937,32,Male,45119.08,Suburban,Banner,Food,Social Media,5,2023-12-10 20:45:56.921459,0.2263,0.0602
7939,28,Male,72477.62,Urban,Native,Health,Website,3,2023-11-17 20:45:56.921459,0.064,0.1065
7940,24,Male,16354.67,Urban,Video,Technology,Search Engine,6,2023-05-21 20:45:56.921459,0.2563,0.0494
7941,26,Female,30964.25,Urban,Text,Fashion,Search Engine,10,2024-01-23 20:45:56.921459,0.0322,0.0152
7942,35,Female,59762.56,Suburban,Text,Health,Social Media,4,2023-07-29 20:45:56.921459,0.1965,0.0228
7944,41,Male,40524.22,Urban,Text,Technology,Search Engine,4,2023-09-26 20:45:56.921459,0.1426,0.0618
7945,27,Male,58261.09,Rural,Video,Fashion,Website,4,2024-01-13 20:45:56.921459,0.1941,0.037
7946,42,Female,24263.36,Urban,Native,Travel,Website,4,2023-07-10 20:45:56.921459,0.156,0.0692
7947,39,Male,50564.55,Urban,Native,Finance,Website,2,2023-11-17 20:45:56.921459,0.3654,0.0406
7948,50,Male,48922.95,Suburban,Text,Travel,Website,3,2024-02-19 20:45:56.921459,0.201,0.0703
7949,32,Male,37799.8,Suburban,Text,Fashion,Social Media,1,2023-12-28 20:45:56.921459,0.1433,0.045
7950,18,Female,41263.77,Urban,Video,Food,Website,3,2024-01-19 20:45:56.921459,0.2676,0.0563
7951,49,Male,60828.28,Rural,Banner,Food,Social Media,6,2023-05-29 20:45:56.921459,0.1866,0.066
7952,51,Male,37303.34,Urban,Banner,Travel,Search Engine,3,2023-11-02 20:45:56.921459,0.2209,0.0314
7953,29,Male,37457.03,Rural,Banner,Travel,Website,2,2024-03-20 20:45:56.921459,0.1091,0.0636
7954,25,Male,72904.89,Suburban,Banner,Health,Social Media,4,2023-12-09 20:45:56.921459,0.2919,0.0
7955,45,Male,42251.55,Urban,Native,Technology,Website,4,2024-04-12 20:45:56.921459,0.3383,0.0354
7956,30,Male,28187.67,Urban,Text,Health,Social Media,3,2024-02-24 20:45:56.921459,0.367,0.0631
7957,48,Other,57067.16,Urban,Banner,Fashion,Search Engine,5,2023-08-28 20:45:56.921459,0.3042,0.0708
7958,52,Female,15020.31,Suburban,Video,Health,Search Engine,10,2024-01-22 20:45:56.921459,0.1579,0.0398
7959,37,Female,66217.9,Suburban,Native,Finance,Search Engine,7,2024-04-11 20:45:56.921459,0.2611,0.0668
7960,49,Male,52562.7,Suburban,Native,Health,Website,6,2023-09-08 20:45:56.921459,0.3331,0.0447
7961,50,Female,69520.66,Urban,Native,Technology,Website,7,2023-10-27 20:45:56.921459,0.27,0.0513
7962,46,Female,28607.41,Rural,Video,Technology,Website,4,2023-09-24 20:45:56.921459,0.2706,0.0662
7964,33,Female,31742.4,Suburban,Banner,Fashion,Social Media,7,2024-03-24 20:45:56.921459,0.1549,0.0392
7965,31,Female,38264.9,Rural,Video,Travel,Website,3,2024-01-22 20:45:56.921459,0.0916,0.0631
7966,27,Female,46291.72,Urban,Video,Health,Search Engine,5,2023-12-17 20:45:56.921459,0.1673,0.0495
7968,21,Male,49755.08,Rural,Native,Fashion,Search Engine,2,2023-04-29 20:45:56.921459,0.166,0.0382
7969,48,Female,44376.9,Urban,Text,Fashion,Website,8,2023-07-05 20:45:56.921459,0.2593,0.064
